Citation Ticket Number,Status,appl_identifier,Application Type,Appeal Date,Amount Due,Date Close,Judgement ,Judgement Comments,vehicles,addr_city,addr_zip,permit_permission
3822004246,Voided,244197,Online Appeal,10/17/2022 22:39,0,1/9/2023 12:46,Citation Voided,"From CRU: The student received an expired meter citation in Stadium Drive Garage. The student claims they have an SDG permit. The student should be granted full leniency because they had a valid SDG permit at the time of the citation. In the future, the student is encouraged to list temporary vehicles on their parking account as soon as possible. Therefore the citation is voided.","6EN4172-MD,KGM9621-PA",College Park,20740,Stadium Drive Garage
3822003465,Voided,242767,Online Appeal,9/16/2022 13:39,0,11/22/2022 10:05,Citation Voided,"From CRU: The student received an expired meter citation in Stadium Drive Garage. The student claims to have a permit to park in this garage. The student should be granted full leniency because they did have a valid permit for SDG at the time of the citation. In the future, the student is encouraged to reach out to DOTS' customer service if they are unsure as to why they may have received a citation. Therefore, the citation is voided.",5FB5594-MD,College Park,20740,Stadium Drive Garage
3823008275,Voided,250053,Online Appeal,4/3/2023 10:49,0,5/8/2023 9:46,Citation Voided,"employee had a valid 2/3 day permit for the day,permit is supposed to be activated befor coming to campus (rl)",5AF1189-MD,NORTH POTOMAC,20878,NULL
723024678,Voided,247954,Online Appeal,2/13/2023 7:56,0,3/3/2023 15:29,Citation Voided,employee had a valid 2/3 day permit for the day (rl),"7DN3058-MD,7BR2762-MD",CROFTON,21114,Z
1523011079,Voided,246858,Online Appeal,1/17/2023 8:19,0,2/2/2023 14:21,Citation Voided,employee used a 2/3 day permit for the day (rl),"7DN3058-MD,7BR2762-MD",CROFTON,21114,Z
1522010051,Voided,242066,Online Appeal,9/3/2022 14:13,0,11/10/2022 15:58,Citation Voided,"The student received a public safety violation by Chapel Lane. The student claims they parked their bike in the motorcycle parking lot the night before and locked it. The student should be granted full leniency due to the nature of the situation. Therefore, the citation is voided.","99316Y-MD,4EW4439-MD",Lubbock,79423,Lot 1
723024833,Voided,248490,Online Appeal,2/22/2023 20:51,0,5/8/2023 12:26,Citation Voided,"one time only,need a valid permit to mon-fr 7am-4pm,lot is free after 4 and weekends,customer thought their permit was active(rl)",3DA9727-MD,College Park,20740,NULL
3823007235,Voided,248180,Online Appeal,2/16/2023 18:02,0,2/28/2023 13:25,Citation Voided,"The student received a violation of posted signage citation in Lot 6. The student claims their tag was hung on the rearview mirror but facing the wrong way. The student should be granted full leniency because they had a valid 2022-2023 game day permit at the time of the citation. Therefore, the citation is voided.",907MCY-IN,SEVERN,21144,Lot 6 Commuter
723024444,Voided,247448,Online Appeal,2/1/2023 0:56,0,2/20/2023 10:02,Citation Voided,"From CRU: The student received a violation of posted signage citation in Lot 6. The student claims they placed their gameday permit next to the A-pillar since their dashcam is in front of their rearview mirror. The student should be granted full leniency because they had a valid game day permit for this lot at the time of the citation. In the future, the student is encouraged to display their permit from their rearview mirror to avoid any confusion with DOTS enforcement. Therefore, the citation is voided.",4DA6036-MD,BELTSVILLE,20705,Lot 6 Commuter
3822005097,Voided,245627,Online Appeal,11/23/2022 10:19,0,12/22/2022 10:05,Citation Voided,"employee has a valid permit,needed to add vehicle to permit (rl)","4DK6579-MD,A296096-MD,59T430-MD,71046CD-MD",SYKESVILLE,21784,"K,J,FS Summer"
722023234,Voided,243882,Online Appeal,10/11/2022 7:15,0,11/10/2022 11:29,Citation Voided,"employeehas a vali permit,needed to link new tags to permit (rl)","7FD4805-MD,3BP1496-MD",STEVENSVILLE,21666,"FS Summer,J,K"
1523011883,Voided,248674,Online Appeal,2/26/2023 14:18,0,3/27/2023 10:42,Citation Voided,"The student received an expired meter citation at Centreville Hall. The student claims they paid for the space but was unsure if the parking space required payment as they believed they parked in Lot PH1, which is unrestricted after 4 PM according to the DOTS website. The student should be granted full leniency because CRU research indicates the space was paid for at the time of the citation. Therefore, the citation is voided.","7CK4351-MD,4EM0652-MD,9FE2721-MD",Silver Spring,20905-6040,"Medical- Student,Lot 11 Commuter"
3822003116,Voided,242275,Online Appeal,9/7/2022 18:33,0,11/10/2022 16:50,Citation Voided,"The student received a citation for parking in Lot 6 without a valid permit. The student claims they forgot to update their vehicle's tag information after replacing their temporary tags. The student should be granted full leniency because they have a valid Lot 6 permit. Therefore, the citation is voided.","SHR3K-MD,3FA1071-MD",Silver Spring,20901,Stadium Drive Garage
3822004962,Voided,245695,Online Appeal,11/29/2022 10:38,0,12/26/2022 14:27,Citation Voided,"has a valid permit,vehicle was in the shop needed to add another vehicle to account (rl)",TSP8501-VA,BEL AIR,21014,UU
1323027497,Voided,246645,Online Appeal,1/7/2023 14:31,0,1/18/2023 11:25,Citation Voided,"employee has an active permit,needed to register new tag to permit(rl)","6FE0960-MD,6EE8862-MD",Silver Spring,20901,"R,FS Summer"
3723008812,Voided,251389,Online Appeal,5/1/2023 15:35,0,6/1/2023 15:03,Citation Voided,"From CRU: The student received a citation in Mowatt Lane Garage for improperly displaying their permit. The student claims they received the ticket overnight, within 9 hours of their previous ticket. The student will be granted full leniency because their previous ticket was on their windshield at the time of the citation, implying that the student did not return to their vehicle and was unaware of the violation. In the future, the student is encouraged to double-check if their placard is displayed properly before leaving their vehicle unattended in the lot. Therefore, the citation is voided.",4BN2396-MD,Bethesda,20814-1512,NULL
1322026444,Voided,244499,Online Appeal,10/25/2022 13:58,0,12/1/2022 11:47,Citation Voided,"employee had a valid 2/3 day permit for the day,used the wrong date (rl)",3DA6842-MD,Riverdale,20737,NULL
3823007548,Voided,248784,Online Appeal,2/28/2023 9:06,0,3/24/2023 11:24,Citation Voided,employee had a valid 2/3 day permit for the day (rl),GV5385-DC,WASHINGTON,20015,NULL
1523011991,Voided,248777,Online Appeal,2/28/2023 8:18,0,3/24/2023 8:54,Citation Voided,"employee has a valid handicap placard,sent pic thru email(rl)","9DG4241-MD,1AW5613-MD,9EB0622-MD",Silver Spring,20904,"B,FS Summer"
2823005910,Voided,246655,Online Appeal,1/9/2023 10:41,0,2/28/2023 11:29,Citation Voided,employee had a valid handicap permit(rl),"9DG4241-MD,1AW5613-MD,9EB0622-MD",Silver Spring,20904,"B,FS Summer"
3722005183,Voided,245693,Online Appeal,11/29/2022 8:42,0,12/26/2022 14:24,Citation Voided,"employee had a valid handicap permit,has a pic for proof (rl)","9DG4241-MD,1AW5613-MD,9EB0622-MD",Silver Spring,20904,"B,FS Summer"
722023802,Voided,245729,Online Appeal,11/30/2022 10:16,0,12/16/2022 15:44,Citation Voided,officer error(rl),5DA4276-MD,TANEYTOWN,21787,NULL
722023804,Voided,245728,Online Appeal,11/30/2022 8:56,0,12/16/2022 15:43,Citation Voided,officer error (rl),5DA4276-MD,TANEYTOWN,21787,NULL
3522005847,Voided,241965,Online Appeal,9/1/2022 12:38,0,9/27/2022 10:59,Citation Voided,employee had a valid 2/3 day permit for the day (rl),"3BA6463-MD,35819Y-MD,9CK6970-MD",HYATTSVILLE,20785,NULL
3522006584,Voided,243250,Online Appeal,9/27/2022 15:42,0,10/27/2022 13:37,Citation Voided,employee had a valid 2/3 day permit for the day (rl),"3BA6463-MD,35819Y-MD,9CK6970-MD",HYATTSVILLE,20785,NULL
3522007310,Voided,244424,Online Appeal,10/24/2022 11:21,0,12/1/2022 10:06,Citation Voided,emplyee had a valid 2/3 day permit for the day(rl),"3BA6463-MD,35819Y-MD,9CK6970-MD",HYATTSVILLE,20785,NULL
3822004048,Voided,243940,Online Appeal,10/12/2022 9:05,0,11/14/2022 9:36,Citation Voided,"employee has 2/3 day permits,used the wrong date (rl)",1CZ1816-MD,BROOKEVILLE,20833,Z
3522006107,Voided,242386,Online Appeal,9/9/2022 18:04,0,10/11/2022 15:00,Citation Voided,employee had a valid 2/3 day permit (rl),UFY2112-VA,Arlington,22202,NULL
722023617,Voided,245387,Online Appeal,11/16/2022 1:49,0,12/20/2022 11:06,Citation Voided,"one time only,need a valid lot RR permit mon-fri 7am-4pm,lot is free after 4 and weekends,2/3 day permits are not valid in this lot,this not an overflow lot(rl)","3EN1725-MD,72159CK-MD",Gaithersburg,20878,Z
723024148,Voided,246763,Online Appeal,1/12/2023 12:24,0,1/25/2023 11:04,Citation Voided,"need a valid lot RR permit mon-fri 7am-4pm,lt is free after 4 and weekends,2/3 day permits are not valid in this lot,not an overflow lot (rl)","3EN1725-MD,72159CK-MD",Gaithersburg,20878,Z
1522010108,Voided,242501,Online Appeal,9/12/2022 23:58,0,10/12/2022 13:55,Citation Voided,"one time only,need a valid lot A permit mon-fri 7am-4pm/need a valid f/s permit after 4 and weekends(rl)","3EN1725-MD,72159CK-MD",Gaithersburg,20878,Z
723025607,Voided,251046,Online Appeal,4/24/2023 13:05,0,4/26/2023 11:10,Citation Voided,"From CRU: The student received a citation in Lot 8 for parking without a valid permit. The student claims they had a valid parking permit for Lot 8 at the time of the citation. The student should be granted full leniency because CRU research indicates they have a valid Lot 8 permit, and their previous ticket was on their windshield at the time of the citation, implying the student was unaware of their violation. Therefore, the citation is voided.",NULL,SILVER SPRING,20901-4421,NULL
1823009433,Voided,251045,Online Appeal,4/24/2023 13:03,0,4/26/2023 11:04,Citation Voided,"From CRU: The student received a citation in Lot 8 for parking without a valid permit. The student claims they had a valid parking permit for Lot 8 at the time of the citation. The student should be granted full leniency because CRU research indicates they have a valid Lot 8 permit. Therefore, the citation is voided.",NULL,SILVER SPRING,20901-4421,NULL
3823005970,Voided,246891,Online Appeal,1/17/2023 17:12,0,2/7/2023 8:36,Citation Voided,employee used 2/3 day permit for the day (rl),"2DB6930-MD,55884CK-MD,7FG5642-MD",BELTSVILLE,20705,NULL
3823008100,Voided,250360,Online Appeal,4/10/2023 11:54,0,5/16/2023 8:49,Citation Voided,"need a valid lot XX permit mon-fri 7am-4pm,lot is free after 4 and weekends,employee had a valid 2/3 day permit for the day (rl)","2DB6930-MD,55884CK-MD,7FG5642-MD",BELTSVILLE,20705,NULL
722022436,Voided,242276,Online Appeal,9/7/2022 19:08,0,11/11/2022 14:53,Citation Voided,"From CRU: The student received a citation in Lot U2 for parking in an area other than their assigned area. The student claims they were informed by Courtyards that they should be able to park in Mowatt Garage but have only been recently informed that to park specifically in Lot 19. The student will be granted full leniency considering the nature of the situation. In the future, the student is encouraged to contact DOTS' customer service with any questions or concerns related to their parking experience. Therefore, the citation is voided.",8CB5359-MD,Upper Marlboro,20774,NULL
3822002996,Voided,242012,Online Appeal,9/1/2022 21:44,0,11/9/2022 10:47,Citation Voided,"From CRU: The student received a citation for parking in Lot U2 without the respective permit. The student claims that their Courtyards apartment flooded causing them to move to emergency housing in Commons. The student notes that they were told by Olivia Murphy that they could park in Mowatt Garge. The student should be granted full leniency based on the extenuating nature of their situation. In the future, the student could contact DOTS for guidance on car relocation regulations and legal parking. Therefore, the citation is voided.",8CB5359-MD,Upper Marlboro,20774,NULL
822024347,Voided,244917,Online Appeal,11/3/2022 10:27,0,1/12/2023 17:21,Citation Voided,"From CRU: The student received an expired meter citation at North Gym. The student claims they received a citation while paying for parking on the app. The student should be granted full leniency because CRU research found that the student paid for parking. In the future, the student is encouraged to pay for parking before leaving their vehicle unattended in the lot. Therefore, the citation is voided.","8EH0482-MD,2CC0561-MD",Hyattsville,20783,NULL
3822002599,Voided,241790,Online Appeal,8/29/2022 9:38,0,11/1/2022 10:54,Citation Voided,"The student received a citation in Lot 11b for parking without a valid permit. The student claims they have a valid permit and were using a rental. The student should be granted full leniency because they did have a valid Lot 11b permit. Therefore, the citation is voided.","9CC8621-MD,3DL2992-MD,A382423-MD,3FC0967-MD",Hyattsville,20783,NULL
3523007964,Voided,249957,Online Appeal,3/30/2023 16:27,0,4/3/2023 11:59,Citation Voided,"The student received a meter citation at Regents Drive Garage. The student claims they entered the wrong spot number when paying. The student should be granted full leniency because their evidence suggests they paid for parking. In the future, the student is encouraged to double-check their parking information when paying for a metered space. Therefore, the citation is voided.",8DP1542-MD,Clarksville,21029-1747,NULL
3823006613,Voided,247425,Online Appeal,1/31/2023 15:42,0,2/10/2023 15:45,Citation Voided,"From CRU: The student received a citation in Lot 19 for parking without a valid permit. The student claims they were under the impression they had a permit but there was an issue with processing the permit. The student should be granted full leniency in consideration of their circumstances and citation history. Therefore, the citation is voided.",THN7821-NC,Lanham,20706,Overnight Storage- Lot 19
3823006656,Voided,247426,Online Appeal,1/31/2023 15:43,0,2/10/2023 15:47,Citation Voided,"From CRU: The student received a citation in Lot 19 for parking without a valid permit. The student claims they were under the impression they had a permit but there was an issue with processing the permit. The student should be granted full leniency in consideration of their circumstances and citation history. Therefore, the citation is voided.",THN7821-NC,Lanham,20706,Overnight Storage- Lot 19
3822004779,Voided,245208,Online Appeal,11/10/2022 17:14,0,12/13/2022 15:44,Citation Voided,employee had a valid 2/3 day permit for the day (rl),"8DH2631-MD,5CD2893-MD",TAKOMA PARK,20912,NULL
3823007124,Voided,248046,Online Appeal,2/14/2023 17:19,0,3/7/2023 15:38,Citation Voided,employee had a valid lot 2/3 day permit (rl),"8DH2631-MD,5CD2893-MD",TAKOMA PARK,20912,NULL
3522006875,Voided,244213,Online Appeal,10/18/2022 12:51,0,11/18/2022 16:09,Citation Voided,"one time only,need a valid lot J permit mon-fri 7am-4pm,lot is free after 4 and weekends,didn't kow permit had expired,valid citation (rl)",T1218013-MD,Takoma Park,20912,J
3823005868,Voided,246576,Online Appeal,1/3/2023 22:22,0,1/11/2023 15:14,Citation Voided,"employee has a valid permit,need to add rental to permit (rl)",3EP0565-MD,BRENTWOOD,20722,Z
3823008308,Voided,250224,Online Appeal,4/6/2023 10:15,0,5/10/2023 15:56,Citation Voided,"need a valid lot U permit mon-fri 7am-4pm,lot is free after 4 and weekends,employee had a valid 2/3 day permit for the day(rl)","7EK4700-MD,4FD3596-MD",BETHESDA,20816,NULL
722022689,Voided,242989,Online Appeal,9/21/2022 11:10,0,10/19/2022 10:09,Citation Voided,employee had a 2/3 day permit for the day (rl),"1DX9006-MD,2EN1228-MD",HYATTSVILLE,20782,NULL
1222013390,Voided,243263,Online Appeal,9/27/2022 15:56,0,12/21/2022 18:30,Citation Voided,"From CRU: The student received an expired meter citation for parking in the Mowatt Visitor Lot. The student claims to have paid for the whole day. The student should be granted full leniency because CRU research verified that the student paid for metered parking, but had paid for the incorrect space. In the future, the student could double-check all inputted information to ensure accuracy. Therefore, the citation is voided.",4ED0650-MD,Hyattsville,20783,NULL
2823006226,Voided,247466,Online Appeal,2/1/2023 11:20,0,2/13/2023 17:03,Citation Voided,"The student received an expired meter citation in the Xfinity Visitor Lot. The student claims to have paid for parking via Park Mobile. The student should be granted full leniency because their parking was paid for at the time of the citation. Therefore, the citation is voided.",8EEP46-MD,OLNEY,20832-1780,Summer Commuter
1323027984,Voided,247367,Online Appeal,1/30/2023 18:44,0,2/13/2023 10:52,Citation Voided,"The student received a citation in Lot 1c without a valid permit. The student claims their license plate was entered incorrectly when the citation was issued. The student should be granted full leniency because they hold a valid permit for Lot 1. Therefore, the $85 citation is voided.","W69KCX-NJ,C75ERF-NJ",Lambertville,8530,Lot 1
3722004975,Voided,245416,Online Appeal,11/16/2022 15:56,0,1/20/2023 13:13,Citation Voided,"From CRU: The student received a citation for illegally parking in an accessible space near Shoemaker Building. The student claims their placard fell from the mirror. The student should be granted full leniency because the supplied evidence indicates that they have a valid disability placard and MDOT disability certification.  In the future, the student is encouraged to double-check that their placard is hanging before leaving their vehicle unattended. Therefore, the citation is voided.",983BLR-MD,Ellicott City,21042,NULL
3923001105,Voided,248303,Online Appeal,2/19/2023 10:36,0,3/1/2023 13:57,Citation Voided,"The student received an expired meter citation in Stadium Drive Garage. The student claims their license plate was wrongly entered. The student should be granted full leniency because they hold an active permit for SDG. Therefore, the citation is voided.",GAT331-MN,LINO LAKES,55038-4613,Stadium Drive Garage
823025356,Voided,251497,Online Appeal,5/3/2023 14:36,0,5/8/2023 17:16,Citation Voided,"From CRU: The student received an expired meter citation at North Gym. The student claims they paid for parking and were cited within their paid time. The student should be granted full leniency because their provided evidence indicates they paid for parking as suggested in their claim. Therefore, the citation is voided.",DAVAI-MD,ROCKVILLE,20850-4811,NULL
3522006772,Voided,243481,Online Appeal,10/3/2022 2:13,0,1/3/2023 12:02,Citation Voided,"From CRU: The student received an expired meter citation at the Mowatt Visitor Lot. The student claims they parked in an emergency situation. The student will be granted full leniency assuming full honesty of the situation. Therefore, the citation is voided.","7DC5560-MD,7EH2646-MD",Gaithersburg,20878,NULL
823025484,Voided,251624,Online Appeal,5/5/2023 20:53,0,5/31/2023 16:54,Citation Voided,"From CRU: The student received an expired meter citation in Regents Drive Garage. The student claims they mistakenly entered the wrong parking space when paying for parking. The student should be granted full leniency because provided evidence and CRU research show they paid for parking in this garage at the time of the citation. Therefore, the citation is voided.","7BD4246-MD,2DA3259-MD",Crofton,21114-2647,NULL
1323028037,Voided,247559,Online Appeal,2/2/2023 17:39,0,2/22/2023 10:41,Citation Voided,employee received citation the same day as permit was issued (rl),7DF2029-MD,COLLEGE PARK,20740,B
1322026221,Voided,244078,Online Appeal,10/14/2022 16:18,0,1/6/2023 12:25,Citation Voided,"From CRU: The student received a citation for parking in Lot 16a without a valid permit. The student claims the cited vehicle is registered under their permit. The student should be granted full leniency because they had a valid permit for Lot 16 at the time of citation. Therefore, the citation is voided","NVRSETL-MD,30210M4-MD",Hanover,21076,Lot 16
822023660,Voided,243528,Online Appeal,10/4/2022 0:36,0,11/7/2022 13:21,Citation Voided,"one time only,unpaid parking meter,meters are enforced 7am-midnight,meter expired 1:44pm and citation was issued 1:59pm,this is a valid citation (rl)",EG0130-MD,Baltimore,21236-2740,NULL
722023557,Voided,244938,Online Appeal,11/3/2022 18:15,0,12/8/2022 14:40,Citation Voided,employee used a 2/3 day permit for the day (rl),"9BN1738-MD,6ET0598-MD,1DE5288-MD",OWINGS MILLS,21117-2257,NULL
3822003323,Voided,242494,Online Appeal,9/12/2022 19:49,0,11/14/2022 11:52,Citation Voided,"The student received a citation for parking in Lot 8 without a valid permit. The student claims they were told to appeal the citation. The student should be granted full leniency because they have an active Lot 8 permit. Therefore, the citation is voided.",9CR2769-MD,DERWOOD,20855-1250,Lot 9
1322025751,Voided,243231,Online Appeal,9/27/2022 10:27,0,12/21/2022 18:04,Citation Voided,"From CRU: The student received a citation for parking in Lot 1b without a valid permit. The student claims they were in a bad accident where the initial car registered on their account was damaged. The student should be granted full leniency because they had a valid Lot 1 permit at the time of citation. Therefore, the citation is voided.","7CE2520-MD,27712CF-MD",Chevy Chase,20815-5945,Lot 1
3822003319,Voided,242474,Online Appeal,9/12/2022 15:21,0,11/14/2022 15:38,Citation Voided,"The student received a citation for parking in Lot 8 without a permit. The student claims they hold a permit for Lot 8. The student should be granted full leniency because they have an active Lot 8 permit. Therefore, the $85 citation is voided.",9CT4716-MD,SILVER SPRING,20904-3427,NULL
1322026044,Voided,244063,Online Appeal,10/14/2022 11:21,0,11/17/2022 12:04,Citation Voided,employee has a valid permit needed to link vehicle to permit(rl),6EG3661-MD,BOWIE,20716-3877,NULL
3522006576,Voided,243774,Online Appeal,10/7/2022 12:40,0,1/4/2023 17:55,Citation Voided,"From CRU: The student received a citation in Lot U2 for parking in an area other than their assigned area. The student claims they were attending to a mental health emergency. The student is being granted full leniency assuming honesty of the described circumstances. Therefore, the citation is voided.",AMS2208-NY,THORNWOOD,10594-1548,Lot 16
822024938,Voided,245803,Online Appeal,12/1/2022 20:26,0,1/27/2023 12:16,Citation Voided,"From CRU: The student received an expired meter citation at the Mowatt Visitor Lot. The student claims they paid for parking a minute before they were given the ticket. The student should be granted full leniency because CRU research indicates the student paid for parking and received the citation within their paid timeframe. In the future, the student is encouraged to pay for metered parking before leaving their vehicle. Therefore, the citation is voided.",2DE5883-MD,Darnestown,20878,NULL
1322025307,Voided,242176,Online Appeal,9/6/2022 16:39,0,11/9/2022 13:08,Citation Voided,"The student received a citation for parking in Lot 9b without a valid permit. The student claims they have a permit but mistyped their license plate. The student should be granted full leniency because they have an active Lot 9 permit. Therefore, the citation is voided.","8DB0380-MD,095M792-MD",GREENBELT,20770-1907,NULL
822024999,Voided,246060,Online Appeal,12/9/2022 9:07,0,1/30/2023 17:57,Citation Voided,"From CRU: The student received an expired meter citation near the Eppley Rec Center. The student claims the nearest pay stations were closed, so it took them a few minutes to download the app and pay, during which they received a ticket. The student should be granted full leniency because they paid for their parking space soon after the citation was given. Therefore, the citation is voided.",808307M-MD,FINKSBURG,21048-1529,NULL
823025364,Voided,251457,Online Appeal,5/2/2023 20:16,0,5/5/2023 16:41,Citation Voided,"From CRU: The student received an expired meter citation at the Regents Drive garage. The student claims that they accidentally parked in the wrong spot and paid for the meter. The student should be granted full leniency because CRU research shows that their meter was still active when the citation was issued. Therefore, the citation is voided.",6EF6792-MD,ELLICOTT CITY,21043-7162,NULL
3923002474,Voided,251070,Online Appeal,4/24/2023 18:38,0,5/16/2023 14:18,Citation Voided,"From CRU: The student received a citation for parking in Lot A without a valid permit. The student claims they have a Lot A permit but forgot to update their license plate information in the parking portal after getting a new car. The student will be granted full leniency as CRU research indicates that the student holds an after-hours permit for Lot A, which would have permitted them to park there on the date and time in question. In the future, the student is encouraged to update their information as soon as there are any changes. Therefore, the citation is voided.","9EF7709-MD,T1320990-MD,5FJ5743-MD",OWINGS MILLS,21117-1351,"AAH,Lot 1"
1322027330,Voided,246125,Online Appeal,12/11/2022 19:24,0,1/31/2023 12:25,Citation Voided,"From CRU: The student received an expired meter citation in Union Lane Garage. The student claims they paid for parking and received the ticket between the times they rightfully paid. The student should be granted full leniency because CRU research was able to verify their payment in support of their claim. Therefore, the citation is voided.",LZX2044-PA,PHILADELPHIA,19119-1541,Lot 9
1322025066,Voided,241809,Online Appeal,8/29/2022 17:38,0,9/20/2022 10:24,Citation Voided,"employee permit expired on the 28th,received a new permit on the 30th(rl)",4CZ6405-MD,ELLICOTT CITY,21042-3621,Z
1222013770,Voided,244782,Online Appeal,10/31/2022 12:50,0,12/6/2022 13:27,Citation Voided,"upaid parking meter,customer paid for the wrong parking space,parked in pace 3541 but paid for 3540(rl)",4EK0495-MD,Baltimore,21230,NULL
723024133,Voided,246708,Online Appeal,1/10/2023 15:56,0,2/3/2023 12:44,Citation Voided,"From CRU: The student received a citation in Lot U2 for parking without a valid permit. The student claims they were not able to move their car due to an illness. The student should be granted full leniency because CRU research indicates the student's previous ticket was on their windshield at the time of the citation, implying the student did not return to their vehicle and was unaware of their citation. Therefore, the citation is voided.",RYN490-MD,CATONSVILLE,21228-2347,NULL
1222013805,Voided,244816,Online Appeal,11/1/2022 8:49,0,1/12/2023 15:34,Citation Voided,"From CRU: The student received an expired meter citation at North Gym. The student claims they received a ticket while paying for the meter. The student should be granted full leniency because CRU verified that they did pay for parking. In the future, the student is encouraged to pay for metered parking before leaving their vehicle unattended in the lot. Therefore, the citation is voided.",2ET4485-MD,Ellicott City,21043-7214,Lot 11 Commuter
3523008368,Voided,251754,Online Appeal,5/9/2023 15:04,0,6/8/2023 16:07,Citation Voided,"From CRU: The student received an expired meter citation near the Eppley Rec Center. The student claims they accidentally paid for the wrong parking spot. The student should be granted full leniency because provided evidence and CRU research support the submitted claim. In the future, the student could double-check their payment information before submitting payment. Therefore, the citation is voided.",3DJ2437-MD,HYATTSVILLE,20782,NULL
623010725,Voided,248802,Online Appeal,2/28/2023 11:59,0,3/24/2023 14:15,Citation Voided,employee had a valid 2/3 day permit for the day (rl),4849390-NH,North Andover,1845,NULL
3823005870,Voided,246677,Online Appeal,1/10/2023 9:00,0,1/24/2023 9:33,Citation Voided,"one time only,need a valid lot U permit mon-fri 7am-4pm,lot is free after 4 and weekends(rl)",5EN1506-MD,Silver Spring,20902,NULL
3823006663,Voided,247461,Online Appeal,2/1/2023 9:04,0,2/17/2023 14:16,Citation Voided,"one time only,need a valid lot U permit mon-fri 7am-4pm,lot is free after 4 and weekends,2/3 day permits were not activated,must activate to use(rl)",5EN1506-MD,Silver Spring,20902,NULL
1322026191,Voided,244159,Online Appeal,10/17/2022 12:40,0,1/9/2023 11:54,Citation Voided,"From CRU: The student received a citation for parking in Lot 11b without a valid permit. The student claims they forgot to add their temporary vehicle to the permit. The student should be granted full leniency because they had a valid permit for Lot 11 at the time of the citation. Therefore, the $85 citation is voided.","4EV3543-MD,5EH8768-MD",Frederick,21704-7924,NULL
723024599,Voided,247561,Online Appeal,2/2/2023 18:28,0,2/16/2023 12:21,Citation Voided,"The student received a citation in Lot 4a without a valid permit. The student claims their valid permit belonged to their other vehicle. The student should be granted full leniency because they have a valid Lot 4 permit. Therefore, the $85 citation is voided.",9ER5223-MD,Potomac,20854-6127,Lot 4
3522006575,Voided,243834,Online Appeal,10/10/2022 12:05,0,1/5/2023 11:15,Citation Voided,"From CRU: The student received a citation for parking in Lot U2 without the respective permit. The student claims they parked temporarily to assist a friend experiencing a mental health issue. The student will be granted full leniency under an assumption of honesty regarding the described circumstances. It should be noted, however, that the student is not permitted to park in Lot U2 during enforced hours. Therefore, this citation will be voided.",1FA5654-MD,FREDERICK,21704-7803,Lot 16
3822004937,Voided,245748,Online Appeal,11/30/2022 13:43,0,2/2/2023 11:54,Citation Voided,"The student received an expired meter citation in Mowatt Lane Garage. The student claims they accidentally paid for the wrong spot. The student should be granted full leniency because CRU research indicates the student paid for parking as suggested in their claim. In the future, the student is encouraged to double-check their information when paying for parking. Therefore, the citation is voided.",1FA5654-MD,FREDERICK,21704-7803,Lot 16
3822005595,Voided,246167,Online Appeal,12/12/2022 15:13,0,1/27/2023 16:28,Citation Voided,"From CRU: The student received a citation in Lot 6 for parking without a valid permit. The student claims they have a commuter permit for Lot 6, but they changed the license plate of their vehicle. The student should be granted full leniency because CRU research indicates they had a Lot 6 permit at the time of the citation in support of their claim. In the future, the student is encouraged to update their parking permit when changes are made to their parking information. Therefore, the citation is voided.","2DN8744-MD,3FF3301-MD",Bethesda,20816,NULL
3822003667,Voided,243349,Online Appeal,9/28/2022 20:55,0,12/22/2022 15:48,Citation Voided,"From CRU: The student received a citation for parking in Lot 9b without a valid permit. The student claims that there was an error with their license plate number which has now been fixed and updated. The student should be granted full leniency because they had a valid Lot 9 permit at the time of citation. Therefore, the $85 citation is voided.","8BZ0273-MD,3FLB60-MD",Dayton,21036,Lot 9
3722004253,Voided,244461,Online Appeal,10/24/2022 17:59,0,1/18/2023 12:37,Citation Voided,"From CRU: The student received a citation for illegally parking in an accessible space in Lot B. The student claims their disability placard fell from their mirror. The student should be granted full leniency because the supplied evidence indicates that they do have the respective placard needed to park there. In the future, the student is encouraged to double-check that the placard is hanging before leaving their vehicle unattended in the lot. Therefore, the citation is voided.",5DN2531-MD,Baltimore,21075,Lot 4
3723008131,Voided,250286,Online Appeal,4/7/2023 12:03,0,4/10/2023 17:44,Citation Voided,"From CRU: The student received a citation in Lot B for parking in an accessible space without displaying a disability permit. The student claims their placard fell. The student should be granted full leniency because their provided evidence indicates they have a valid disability placard. Therefore, the citation is voided.",5DN2531-MD,Baltimore,21075,Lot 4
3923001114,Voided,249101,PG Court,3/6/2023 16:59,0,3/14/2023 13:49,Citation Voided,citation was voided by PG court (rl),NULL,UNIVERSITY PARK,20782-1404,NULL
722023796,Voided,246873,Appeals Submitted in House,1/17/2023 11:59,0,2/6/2023 10:20,Citation Voided,"From CRU: The student received a citation for parking in Lot 1b without a valid permit. The student claims their car was registered in the past but deactivated for a day without notice. The student should be granted full leniency because they had a valid Lot 1 permit at the time of the citation. Therefore, the citation is voided.",680811-DE,Olney,20832,Lot 1
723025243,Voided,250319,Online Appeal,4/7/2023 22:24,0,4/11/2023 12:13,Citation Voided,"From CRU: The student received a citation in Lot 8 for parking without a valid permit. The student claims they were unable to re-register their vehicle because the Courtyard's desk was closed. The student should be granted full leniency because they now have a valid Lot 8 permit for their vehicle and in consideration of their circumstances. Therefore, the citation is voided.",2EN5338-MD,College Park,20740,Stadium Drive Garage
